user.description	55923	✌	unicode	74
user.favourites_count	5388	0	int	5443
user.favourites_count	5388	1	int	2394
user.favourites_count	5388	2	int	1842
user.favourites_count	5388	3	int	1768
user.favourites_count	5388	4	int	1436
user.follow_request_sent	1	None	NoneType	118837
user.followers_count	3688	105	int	355
user.followers_count	3688	44	int	333
user.followers_count	3688	121	int	327
user.followers_count	3688	123	int	320
user.followers_count	3688	1	int	319
user.following	1	None	NoneType	118837
user.friends_count	2703	0	int	573
user.friends_count	2703	1	int	486
user.friends_count	2703	98	int	406
user.friends_count	2703	99	int	374
user.friends_count	2703	174	int	370
user.geo_enabled	2	true	unicode	118836
user.geo_enabled	2	false	unicode	1
user.id	66982	915249049	int	185
user.id	66982	284534859	int	122
user.id	66982	427107649	int	87
user.id	66982	129042990	int	74
user.id	66982	255911016	int	58
user.id_str	66982	915249049	unicode	185
user.id_str	66982	284534859	unicode	122
user.id_str	66982	427107649	unicode	87
user.id_str	66982	129042990	unicode	74
user.id_str	66982	255911016	unicode	58
user.is_translator	2	false	unicode	118806
user.is_translator	2	true	unicode	31
user.lang	26	en	unicode	114108
user.lang	26	es	unicode	3462
user.lang	26	fr	unicode	532
user.lang	26	pt	unicode	281
user.lang	26	ja	unicode	79
user.listed_count	398	0	int	73757
user.listed_count	398	1	int	18518
user.listed_count	398	2	int	7318
user.listed_count	398	3	int	3885
user.listed_count	398	4	int	2262
user.location	30751		unicode	36414
user.location	30751	New York	unicode	379
user.location	30751	Los Angeles	unicode	312
user.location	30751	Chicago	unicode	309
user.location	30751	California	unicode	232
user.name	65069	Bay Area Road Alerts	unicode	185
user.name	65069	Scream Radius	unicode	122
user.name	65069	Yours Truly .	unicode	87
user.name	65069	VW WX Net	unicode	74
user.name	65069	.	unicode	45
user.notifications	1	None	NoneType	118837
user.profile_background_color	9600	C0DEED	unicode	43490
user.profile_background_color	9600	131516	unicode	9911
user.profile_background_color	9600	1A1B1F	unicode	5932
user.profile_background_color	9600	000000	unicode	5050
user.profile_background_color	9600	642D8B	unicode	4602
user.profile_background_image_url	36365	http://a0.twimg.com/images/themes/theme1/bg.png	unicode	31305
user.profile_background_image_url	36365	http://a0.twimg.com/images/themes/theme14/bg.gif	unicode	4994
user.profile_background_image_url	36365	http://a0.twimg.com/images/themes/theme9/bg.gif	unicode	3172
user.profile_background_image_url	36365	http://a0.twimg.com/images/themes/theme10/bg.gif	unicode	2339
user.profile_background_image_url	36365	http://a0.twimg.com/images/themes/theme18/bg.gif	unicode	1701
user.profile_background_image_url_https	36365	https://si0.twimg.com/images/themes/theme1/bg.png	unicode	31305
user.profile_background_image_url_https	36365	https://si0.twimg.com/images/themes/theme14/bg.gif	unicode	4994
user.profile_background_image_url_https	36365	https://si0.twimg.com/images/themes/theme9/bg.gif	unicode	3172
user.profile_background_image_url_https	36365	https://si0.twimg.com/images/themes/theme10/bg.gif	unicode	2339
user.profile_background_image_url_https	36365	https://si0.twimg.com/images/themes/theme18/bg.gif	unicode	1701
user.profile_background_tile	2	false	unicode	63428
user.profile_background_tile	2	true	unicode	55409
user.profile_banner_url	45503	https://si0.twimg.com/profile_banners/427107649/1356054958	unicode	87
user.profile_banner_url	45503	https://si0.twimg.com/profile_banners/255911016/1348079448	unicode	58
user.profile_banner_url	45503	https://si0.twimg.com/profile_banners/170984523/1349681001	unicode	45
user.profile_banner_url	45503	https://si0.twimg.com/profile_banners/137613754/1353990405	unicode	44
user.profile_banner_url	45503	https://si0.twimg.com/profile_banners/454554291/1354171870	unicode	44
user.profile_image_url	67543	http://a0.twimg.com/sticky/default_profile_images/default_profile_1_normal.png	unicode	289
user.profile_image_url	67543	http://a0.twimg.com/profile_images/1340624492/screamradius_logo_normal.gif	unicode	122
user.profile_image_url	67543	http://a0.twimg.com/sticky/default_profile_images/default_profile_4_normal.png	unicode	96
user.profile_image_url	67543	http://a0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png	unicode	93
user.profile_image_url	67543	http://a0.twimg.com/profile_images/3000498772/c93fbc540ebdfc6b83ec8bb4a5b88e15_normal.jpeg	unicode	87
user.profile_image_url_https	67543	https://si0.twimg.com/sticky/default_profile_images/default_profile_1_normal.png	unicode	289
user.profile_image_url_https	67543	https://si0.twimg.com/profile_images/1340624492/screamradius_logo_normal.gif	unicode	122
user.profile_image_url_https	67543	https://si0.twimg.com/sticky/default_profile_images/default_profile_4_normal.png	unicode	96
user.profile_image_url_https	67543	https://si0.twimg.com/sticky/default_profile_images/default_profile_0_normal.png	unicode	93
user.profile_image_url_https	67543	https://si0.twimg.com/profile_images/3000498772/c93fbc540ebdfc6b83ec8bb4a5b88e15_normal.jpeg	unicode	87
user.profile_link_color	13821	0084B4	unicode	47670
user.profile_link_color	13821	009999	unicode	8701
user.profile_link_color	13821	FF0000	unicode	5413
user.profile_link_color	13821	2FC2EF	unicode	5290
user.profile_link_color	13821	038543	unicode	2586
user.profile_sidebar_border_color	5423	C0DEED	unicode	41423
user.profile_sidebar_border_color	5423	FFFFFF	unicode	23207
user.profile_sidebar_border_color	5423	000000	unicode	10669
user.profile_sidebar_border_color	5423	EEEEEE	unicode	9438
user.profile_sidebar_border_color	5423	181A1E	unicode	4611
user.profile_sidebar_fill_color	8118	DDEEF6	unicode	50759
user.profile_sidebar_fill_color	8118	EFEFEF	unicode	9488
user.profile_sidebar_fill_color	8118	252429	unicode	5999
user.profile_sidebar_fill_color	8118	7AC3EE	unicode	4576
user.profile_sidebar_fill_color	8118	FFFFFF	unicode	3685
user.profile_text_color	8457	333333	unicode	72638
user.profile_text_color	8457	666666	unicode	5904
user.profile_text_color	8457	000000	unicode	4649
user.profile_text_color	8457	3D1957	unicode	4506
user.profile_text_color	8457	362720	unicode	2263
user.profile_use_background_image	2	true	unicode	114508
user.profile_use_background_image	2	false	unicode	4329
user.protected	1	false	unicode	118837
user.screen_name	67012	SFBayRoadAlerts	unicode	185
user.screen_name	67012	screamradius	unicode	122
user.screen_name	67012	PrettyLialThing	unicode	87
user.screen_name	67012	vwwxnet	unicode	74
user.screen_name	67012	Mr_King13	unicode	58
user.statuses_count	30128	2	int	68
user.statuses_count	30128	3	int	62
user.statuses_count	30128	13	int	60
user.statuses_count	30128	1	int	59
user.statuses_count	30128	24	int	59
user.time_zone	112	None	NoneType	29791
user.time_zone	112	Central Time (US & Canada)	unicode	21696
user.time_zone	112	Eastern Time (US & Canada)	unicode	20351
user.time_zone	112	Pacific Time (US & Canada)	unicode	12744
user.time_zone	112	Quito	unicode	9864
user.url	16308		unicode	89474
user.url	16308	http://twitzip.com	unicode	382
user.url	16308	http://facebook.com	unicode	139
user.url	16308	http://screamradius.com	unicode	122
user.url	16308	http://wxdata.us/	unicode	103
user.utc_offset	33	-18000	int	30632
user.utc_offset	33	None	NoneType	29791
user.utc_offset	33	-21600	int	22439
user.utc_offset	33	-28800	int	12824
user.utc_offset	33	-25200	int	8837
user.verified	2	false	unicode	118784
user.verified	2	true	unicode	53
